gender,age,income,total_amount,p_completed,n_received,p_viewed
M,69,52000.0,116.57,0.231620485545166,4,1.0
M,65,116000.0,209.49,0.27208935987397964,5,0.6
M,48,39000.0,49.06,0.40766408479412963,3,1.0
F,30,40000.0,46.32000000000001,0.32383419689119164,4,0.75
M,54,58000.0,87.93,0.3298078016604117,5,1.0
F,46,94000.0,268.95,0.09295408068414204,4,1.0
M,39,37000.0,13.260000000000002,0.0,6,0.8333333333333334
M,54,39000.0,20.28,0.7396449704142012,6,0.3333333333333333
M,57,61000.0,150.94,0.19875447197561946,5,1.0
F,48,46000.0,132.10000000000002,0.11355034065102193,5,0.8
M,68,57000.0,26.950000000000003,0.2597402597402597,4,0.75
F,33,71000.0,192.14,0.23420422608514627,6,0.8333333333333334
M,25,70000.0,61.13,0.4089645018812367,3,0.3333333333333333
F,35,58000.0,46.47,0.36582741553690556,4,1.0
F,55,53000.0,43.71000000000001,0.0,6,0.3333333333333333
F,53,100000.0,148.35,0.2696326255476913,4,1.0
M,72,64000.0,128.28,0.17149984409105082,3,1.0
M,37,56000.0,35.29,0.42504958911873053,3,1.0
M,53,75000.0,38.019999999999996,0.18411362440820622,3,0.3333333333333333
F,40,69000.0,12.569999999999999,0.0,5,0.6
M,68,39000.0,34.24,0.20443925233644858,5,0.6
F,50,99000.0,47.379999999999995,0.0,3,0.6666666666666666
M,52,93000.0,78.57,0.12727504136438844,4,1.0
M,48,58000.0,49.38,0.3442689347914135,5,0.8
F,63,94000.0,315.4,0.13316423589093215,6,1.0
M,51,97000.0,129.85,0.15402387370042359,3,0.6666666666666666
F,64,72000.0,145.31,0.25462803661138256,5,0.8
M,83,103000.0,219.76000000000002,0.11376046596286857,4,0.75
M,40,71000.0,127.22999999999999,0.23579344494223062,3,1.0
F,23,68000.0,30.910000000000004,0.3235198964736331,4,0.75
F,63,36000.0,81.19,0.2709693311984235,4,1.0
M,58,50000.0,11.76,0.0,6,0.6666666666666666
F,67,101000.0,63.980000000000004,0.26570803376055013,4,0.75
F,65,96000.0,140.7,0.17768301350390905,5,0.4
F,56,80000.0,109.45,0.2284148012791229,6,0.5
M,28,75000.0,302.64000000000004,0.1784298176050753,6,0.8333333333333334
F,64,79000.0,96.2,0.20790020790020788,4,0.75
F,57,32000.0,92.39,0.27059205541725295,4,1.0
M,34,43000.0,125.02,0.3999360102383619,5,1.0
M,65,59000.0,40.79,0.0,5,0.6
M,23,54000.0,9.15,0.0,5,0.8
M,58,95000.0,316.13,0.1265302249074748,5,1.0
F,57,32000.0,25.560000000000002,0.5477308294209702,5,0.6
F,65,72000.0,12.9,0.38759689922480617,5,0.2
M,70,76000.0,136.86,0.27034926201958204,5,1.0
F,67,96000.0,197.32,0.15203729981755523,4,0.75
M,51,118000.0,224.67,0.13352917612498333,4,1.0
M,31,33000.0,20.25,0.0,5,0.8
F,63,101000.0,254.67000000000002,0.18455255821258884,6,0.8333333333333334
M,51,54000.0,99.86,0.1001401962747847,5,0.6
M,72,67000.0,305.34,0.08842601689919435,5,0.8
F,73,106000.0,261.97,0.10306523647745924,5,0.8
M,70,99000.0,64.3,0.26438569206842927,4,0.75
M,62,67000.0,41.620000000000005,0.24026910139356075,5,1.0
M,81,72000.0,892.0200000000001,0.0414788906078339,5,0.8
F,75,51000.0,74.72999999999999,0.16057808109193097,4,1.0
F,49,55000.0,143.79,0.2086375964948884,4,1.0
M,77,103000.0,0.0,0.0,4,0.75
M,26,56000.0,58.03000000000001,0.0,4,0.75
M,31,73000.0,1.11,0.0,5,0.4
M,54,68000.0,139.14,0.07187005893344833,3,1.0
M,37,46000.0,6.0,0.0,4,0.75
M,36,61000.0,238.36,0.1342507132069139,6,0.8333333333333334
F,41,49000.0,163.55999999999997,0.2262166788945953,5,0.6
F,81,52000.0,184.03,0.2553931424224311,5,0.4
M,62,71000.0,124.75,0.2565130260521042,5,0.8
F,85,75000.0,133.42,0.29980512666766607,5,0.6
F,53,75000.0,651.1899999999999,0.0767825058738617,6,1.0
M,71,55000.0,172.1,0.11621150493898896,4,1.0
F,71,73000.0,74.33000000000001,0.40360554284945505,5,0.6
M,23,35000.0,10.26,0.0,4,0.75
F,83,58000.0,39.339999999999996,0.43213014743263856,5,0.8
M,65,90000.0,203.92000000000002,0.14221263240486465,4,1.0
M,70,50000.0,163.77,0.1526531110704036,6,0.8333333333333334
F,67,98000.0,94.79999999999998,0.23206751054852326,5,0.8
M,72,33000.0,88.95,0.41596402473299604,5,1.0
M,89,36000.0,48.239999999999995,0.7669983416252074,5,0.8
M,75,49000.0,57.42000000000001,0.3483106931382793,5,0.6
F,49,95000.0,302.5799999999999,0.08923259964306962,3,1.0
M,31,43000.0,14.829999999999998,1.0,5,0.6
M,66,68000.0,34.39,0.29078220412910727,5,0.8
M,47,44000.0,27.730000000000004,0.5409304002884961,6,0.5
F,69,36000.0,148.58,0.22883295194508008,5,0.8
M,44,36000.0,133.79,0.29897600717542416,4,0.75
M,65,55000.0,57.86,0.0,4,0.75
F,58,62000.0,18.96,0.0,3,1.0
F,62,40000.0,239.96,0.1750291715285881,6,0.8333333333333334
F,72,41000.0,54.919999999999995,0.12745812090313183,3,0.6666666666666666
M,51,87000.0,57.87,0.17280110592707795,5,0.8
M,22,68000.0,48.18,0.29057700290577004,5,0.6
M,61,35000.0,30.500000000000004,0.0,5,0.8
M,50,57000.0,53.24,0.3568745304282494,3,0.6666666666666666
M,76,40000.0,101.78999999999999,0.3143727281658316,5,0.8
M,40,52000.0,22.36,0.4472271914132379,4,0.75
M,53,60000.0,28.310000000000002,0.0,4,1.0
F,68,86000.0,258.11,0.17434427182209133,6,1.0
M,22,62000.0,33.3,0.21021021021021022,5,0.8
F,48,72000.0,395.24999999999994,0.1442125237191651,6,0.6666666666666666
M,60,55000.0,36.86,0.18990775908844276,3,0.6666666666666666
M,53,95000.0,159.04999999999998,0.20119459289531597,5,0.8
F,43,39000.0,102.3,0.5376344086021505,4,0.5
M,61,109000.0,176.2,0.1986379114642452,6,1.0
F,65,105000.0,170.83,0.058537727565415906,3,0.6666666666666666
M,71,90000.0,214.54,0.14915633448308008,4,0.75
F,69,89000.0,224.45999999999998,0.25394279604383857,5,0.8
M,79,113000.0,951.53,0.026273475350225426,5,0.6
F,69,109000.0,109.95,0.33651659845384263,4,0.5
M,21,31000.0,37.4,0.5347593582887701,3,0.6666666666666666
F,69,31000.0,140.35000000000002,0.28500178126113285,5,1.0
F,52,61000.0,41.42,0.724287783679382,5,0.6
M,46,36000.0,13.110000000000001,0.0,3,1.0
F,53,88000.0,100.89,0.21805927247497275,5,0.6
F,47,65000.0,172.78,0.14469267276305128,5,1.0
F,84,108000.0,372.02,0.13171334874469115,5,0.6
F,36,80000.0,167.1,0.2992220227408737,5,0.8
M,77,53000.0,22.650000000000002,0.0,5,0.6
M,37,67000.0,60.0,0.0,3,1.0
F,52,97000.0,90.35,0.4427227448810183,5,0.4
M,65,57000.0,13.7,0.0,6,0.6666666666666666
M,59,65000.0,161.19,0.24815435200694833,5,1.0
M,27,37000.0,10.78,0.0,2,0.0
F,59,71000.0,147.75,0.14890016920473773,5,1.0
M,52,66000.0,122.53999999999999,0.2040150155051412,3,1.0
M,64,98000.0,158.03,0.09491868632538125,3,0.6666666666666666
M,39,57000.0,182.24999999999997,0.10973936899862828,3,0.6666666666666666
M,44,97000.0,214.79,0.20950696028679175,4,1.0
F,54,74000.0,162.51999999999998,0.10460251046025106,4,1.0
M,74,72000.0,197.65,0.197318492284341,4,0.75
F,69,83000.0,24.38,0.41017227235438886,5,0.2
M,48,62000.0,20.53,1.0,3,0.6666666666666666
M,57,34000.0,48.6,0.411522633744856,5,0.6
M,60,62000.0,169.59,0.12972462998997583,4,0.5
F,45,48000.0,54.52,0.7336757153338224,4,0.75
F,57,73000.0,9.82,0.0,6,0.6666666666666666
F,75,56000.0,22.51,0.0,5,0.8
M,68,61000.0,236.94,0.14771672153287752,4,1.0
M,29,38000.0,27.47,0.0,5,0.8
F,67,105000.0,182.43,0.19185440991065064,4,0.5
F,53,95000.0,134.88,0.14827995255041518,3,0.6666666666666666
M,54,69000.0,45.38,0.4407227853680035,6,0.8333333333333334
F,39,70000.0,301.93,0.13248103865134303,5,0.8
F,30,59000.0,52.14,0.6712696586114307,4,0.75
M,54,30000.0,47.82,0.10455876202425764,4,1.0
M,64,75000.0,16.62,0.0,3,0.6666666666666666
M,18,49000.0,114.24000000000001,0.13130252100840334,4,0.75
F,63,71000.0,254.2,0.1848937844217152,5,0.8
M,34,36000.0,60.25000000000001,0.33195020746887965,5,1.0
M,80,45000.0,8.89,0.0,4,0.25
F,48,33000.0,84.49,0.29589300508935973,4,0.75
F,32,49000.0,144.15,0.3260492542490461,4,1.0
M,33,34000.0,7.61,0.0,3,0.3333333333333333
M,81,60000.0,63.059999999999995,0.42816365366317793,6,0.8333333333333334
F,61,52000.0,58.970000000000006,0.33915550279803286,4,1.0
M,36,68000.0,28.03,0.784873349982162,6,0.6666666666666666
M,57,61000.0,248.06,0.08062565508344756,3,1.0
F,92,94000.0,198.05,0.2019691996970462,4,0.5
F,70,80000.0,271.69,0.11041996392947845,4,1.0
M,30,46000.0,9.379999999999999,0.0,4,0.75
F,41,54000.0,44.18000000000001,0.33952014486192844,2,0.5
F,66,115000.0,192.25,0.31209362808842656,6,0.5
F,72,65000.0,2.76,0.0,3,1.0
M,84,62000.0,178.91000000000003,0.17886087977195236,5,1.0
M,47,53000.0,31.9,0.7523510971786834,5,0.6
F,32,43000.0,85.66999999999999,0.17509046340609316,4,1.0
F,52,73000.0,531.69,0.018807952002106488,6,1.0
M,67,118000.0,155.69,0.09634530156079389,3,0.3333333333333333
M,23,34000.0,9.72,0.0,4,0.5
M,68,61000.0,59.16,0.4225828262339419,6,1.0
F,70,86000.0,260.38,0.1305783854366695,6,0.6666666666666666
M,21,46000.0,216.28000000000003,0.07860181246532272,3,1.0
M,79,40000.0,12.219999999999999,0.4091653027823241,3,0.3333333333333333
M,33,32000.0,61.059999999999995,0.08188666885031118,5,1.0
F,67,58000.0,175.49000000000004,0.11396660778391929,3,1.0
F,23,48000.0,239.8,0.16680567139282734,5,1.0
F,45,62000.0,226.07,0.2875215641173088,6,1.0
M,26,72000.0,52.51,0.26661588268901165,4,1.0
M,36,60000.0,30.62,0.22860875244937948,3,0.6666666666666666
M,36,73000.0,195.17,0.2920530819285751,6,1.0
M,74,73000.0,33.91,0.35387791212031855,5,0.8
F,37,66000.0,21.200000000000003,0.0,5,0.2
M,68,67000.0,37.31,0.2680246582685607,4,1.0
F,55,103000.0,123.94,0.32273680813296757,4,0.5
M,40,59000.0,34.580000000000005,0.14459224985540772,2,1.0
M,86,90000.0,126.28999999999999,0.17420223295589518,4,0.5
M,46,46000.0,53.63,0.18646280067126608,4,0.75
F,76,53000.0,10.41,0.0,6,0.5
M,37,39000.0,73.98,0.2703433360367667,6,0.6666666666666666
M,23,35000.0,8.31,0.0,5,0.6
M,47,76000.0,152.38,0.4265651660322877,5,1.0
M,50,73000.0,56.89,0.0,3,1.0
M,43,56000.0,163.29,0.18984628574928042,5,1.0
F,30,56000.0,118.75999999999999,0.21050858875042103,3,1.0
M,69,53000.0,106.77000000000001,0.2341481689613187,3,1.0
F,42,75000.0,286.90000000000003,0.07668177065179504,5,1.0
M,62,56000.0,60.59,0.24756560488529458,4,0.75
M,46,46000.0,16.549999999999997,0.0,2,0.5
M,85,85000.0,188.54,0.2651957144372547,5,0.6
F,62,72000.0,92.17000000000002,0.18444179234024083,6,1.0
M,67,60000.0,224.37,0.22284619155858626,5,1.0
F,61,77000.0,239.73000000000002,0.10845534559713009,4,1.0
M,56,97000.0,104.15,0.0,4,0.75
F,58,77000.0,84.81,0.14149274849663954,4,1.0
F,59,49000.0,140.99,0.2624299595716008,5,0.4
M,69,60000.0,14.680000000000001,0.3405994550408719,5,0.6
F,37,80000.0,234.01,0.12819964958762448,4,0.75
F,42,98000.0,48.09,0.2079434393844874,4,0.75
M,60,76000.0,24.99,0.2801120448179272,5,1.0
F,68,75000.0,105.55,0.20843202273803885,4,0.75
M,25,50000.0,274.56,0.20032051282051283,6,0.8333333333333334
M,82,74000.0,139.95999999999998,0.035724492712203494,1,1.0
M,20,59000.0,32.730000000000004,0.21387106630003053,6,1.0
F,63,114000.0,83.98,0.23815194093831862,2,0.5
M,49,72000.0,264.34000000000003,0.037830067337519854,5,0.8
F,90,100000.0,186.29,0.18787911321058565,5,0.2
M,71,43000.0,15.61,0.3203074951953876,5,0.4
M,24,32000.0,13.82,0.361794500723589,4,0.5
F,63,75000.0,24.83,0.0,3,0.6666666666666666
F,58,86000.0,170.47,0.23464539215111163,6,0.8333333333333334
M,49,52000.0,138.31000000000003,0.3615067601764152,5,0.4
M,42,51000.0,63.53,0.39351487486226977,4,0.75
M,51,67000.0,167.73000000000002,0.08942944017170451,4,0.5
F,77,68000.0,16.5,0.0,5,0.8
M,41,35000.0,0.0,0.0,5,0.6
F,70,33000.0,9.21,0.0,6,0.16666666666666666
F,35,70000.0,632.75,0.039510075069142635,4,0.75
F,49,53000.0,99.75,0.2706766917293233,5,1.0
M,36,75000.0,36.01,0.0,6,0.5
F,27,70000.0,40.28,0.0,5,0.8
M,74,84000.0,157.59,0.12691160606637478,3,1.0
F,74,92000.0,0.0,0.0,6,0.8333333333333334
M,64,37000.0,114.89999999999999,0.08703220191470845,6,0.5
F,32,61000.0,195.77000000000004,0.15324104816876943,4,1.0
M,54,35000.0,13.16,0.0,3,0.3333333333333333
M,50,42000.0,14.02,0.0,3,0.3333333333333333
M,69,51000.0,11.929999999999998,0.0,6,0.3333333333333333
M,58,81000.0,125.35000000000002,0.1755085759872357,5,0.4
F,58,55000.0,38.370000000000005,0.7818608287724784,5,0.6
M,58,43000.0,49.96,0.200160128102482,3,0.3333333333333333
F,22,67000.0,149.41,0.2811056823505789,5,1.0
F,31,39000.0,13.440000000000001,0.0,4,0.5
F,44,61000.0,189.68999999999997,0.16869629395329225,5,0.8
M,31,39000.0,120.62,0.2072624772011275,5,0.4
F,74,55000.0,142.87000000000003,0.3149716525512703,5,0.8
F,59,99000.0,126.91,0.15759199432668822,3,1.0
F,50,60000.0,12.39,0.0,5,0.6
F,68,58000.0,97.12,0.20593080724876442,5,1.0
M,51,73000.0,129.57,0.15435671837616732,6,0.8333333333333334
M,54,61000.0,9.57,0.0,4,0.25
M,25,56000.0,20.83,0.0,4,0.75
M,64,40000.0,102.32000000000001,0.3909304143862392,4,0.5
M,71,90000.0,216.26999999999998,0.0,4,1.0
F,70,96000.0,49.75,0.5025125628140703,5,0.0
M,52,40000.0,30.14,0.0,3,0.6666666666666666
F,67,96000.0,0.0,0.0,5,0.8
M,68,56000.0,64.68,0.0,4,1.0
M,83,72000.0,65.77000000000001,0.41052151436825296,5,0.6
M,64,86000.0,167.80999999999997,0.2800786603897265,4,1.0
M,65,91000.0,42.5,0.23529411764705882,4,1.0
F,29,72000.0,212.34000000000003,0.1507017048130357,3,0.3333333333333333
F,80,87000.0,253.99,0.2716642387495571,6,0.6666666666666666
F,52,42000.0,150.75,0.23217247097844113,5,0.8
F,49,86000.0,39.72,0.35246727089627394,4,1.0
F,45,75000.0,18.71,0.5344735435595938,4,0.75
M,41,40000.0,13.41,0.0,4,0.75
F,50,48000.0,592.43,0.07595834106983104,6,0.8333333333333334
M,57,35000.0,75.63,0.19833399444664818,5,0.8
F,23,45000.0,196.8,0.25406504065040647,5,0.8
O,26,53000.0,98.56,0.0,2,0.5
F,66,53000.0,40.190000000000005,0.4976362279173923,4,0.75
M,58,117000.0,325.24,0.06764235641372525,5,0.8
F,46,64000.0,31.200000000000003,0.22435897435897434,4,1.0
M,29,53000.0,32.489999999999995,0.3077870113881195,5,0.4
M,40,89000.0,125.84,0.19866497139224412,3,1.0
M,57,84000.0,63.0,0.31746031746031744,3,1.0
M,54,68000.0,166.18,0.33096642195210013,5,0.8
F,87,92000.0,238.79,0.20938900288956824,5,1.0
F,64,41000.0,19.74,0.3546099290780142,4,0.75
F,61,83000.0,185.64000000000001,0.13466925231631113,4,0.75
F,68,76000.0,42.44,0.5183788878416589,6,0.3333333333333333
F,52,116000.0,226.74,0.07497574314192466,5,0.8
M,48,94000.0,141.98999999999998,0.10564124234100994,3,1.0
M,74,78000.0,123.81,0.161537840239076,4,0.75
F,44,97000.0,122.98000000000002,0.38217596357131234,4,1.0
M,72,33000.0,27.740000000000002,0.1802451333813987,5,0.6
F,58,40000.0,199.52,0.16038492381716118,4,1.0
F,71,68000.0,122.00000000000001,0.20491803278688522,4,0.5
M,41,38000.0,524.45,0.03241491085899514,3,0.6666666666666666
M,47,72000.0,16.92,0.4137115839243498,6,0.6666666666666666
F,65,75000.0,46.230000000000004,0.4326195111399524,4,1.0
F,47,64000.0,22.77,0.43917435221783047,5,0.8
M,36,41000.0,15.17,0.0,5,0.8
M,39,67000.0,272.94,0.13556092914193596,4,1.0
M,59,36000.0,23.299999999999997,0.0,3,1.0
M,33,55000.0,22.56,0.22163120567375888,3,0.3333333333333333
O,53,100000.0,121.3,0.1236603462489695,3,1.0
M,26,46000.0,5.83,0.0,4,0.75
F,47,70000.0,83.17,0.26451845617410125,5,1.0
F,57,30000.0,70.69999999999999,0.28288543140028294,4,0.5
M,74,35000.0,12.61,0.0,6,0.3333333333333333
F,56,75000.0,192.31,0.10399875201497583,5,0.4
F,52,32000.0,33.75000000000001,0.0,5,0.8
M,75,92000.0,224.32,0.16494293865905849,5,0.4
M,64,63000.0,58.230000000000004,0.3434655675768504,6,0.8333333333333334
F,66,32000.0,83.79,0.2625611648168039,6,1.0
F,55,115000.0,83.11,0.3609673926122007,5,0.4
M,47,47000.0,12.36,0.8090614886731392,5,0.2
F,65,73000.0,52.129999999999995,0.28774218300402843,4,0.5
M,82,65000.0,53.08,0.3202712886209495,6,1.0
F,59,79000.0,84.03999999999999,0.23798191337458355,3,1.0
M,19,52000.0,94.67999999999999,0.36966624419095906,6,0.8333333333333334
M,42,63000.0,233.84,0.17105713308244955,5,1.0
M,37,69000.0,40.69,0.0,4,1.0
F,64,45000.0,126.77999999999999,0.3707209339012463,4,1.0
M,38,68000.0,250.22000000000003,0.13987690832067778,4,1.0
F,75,76000.0,65.25,0.5670498084291188,6,1.0
M,56,94000.0,35.13,0.28465698832906344,5,0.6
M,59,70000.0,91.4,0.05470459518599562,5,1.0
M,56,89000.0,209.44,0.26260504201680673,5,0.8
M,40,67000.0,103.22,0.16469676419298585,4,0.5
F,43,34000.0,123.75999999999999,0.19392372333548805,6,0.6666666666666666
M,51,54000.0,28.07,0.0,5,0.8
M,43,91000.0,43.3,0.0,4,1.0
F,84,66000.0,90.5,0.4419889502762431,5,1.0
M,57,70000.0,168.97,0.08877315499792862,4,0.5
F,92,39000.0,176.68,0.28299750962191533,5,1.0
F,68,82000.0,159.15,0.1696512723845429,5,0.6
F,39,38000.0,213.22999999999996,0.22041926558176622,5,0.8
O,76,60000.0,68.58,0.2916302128900554,5,1.0
M,51,81000.0,169.01000000000002,0.20708833796816753,5,0.6
M,26,39000.0,26.77,0.0,6,0.6666666666666666
M,90,36000.0,82.30999999999999,0.3280281861256227,6,0.5
M,42,41000.0,25.890000000000004,0.0,5,0.8
M,39,53000.0,118.03,0.2965347792934,3,1.0
M,77,80000.0,191.67,0.08869410966765796,4,1.0
M,67,65000.0,189.98000000000002,0.26318559848405093,4,0.5
M,60,41000.0,133.06,0.07515406583496168,5,0.8
F,79,81000.0,112.13,0.1783643984660662,3,1.0
F,68,41000.0,86.43,0.2892514173319449,3,1.0
M,59,93000.0,237.33,0.0842708465006531,3,1.0
M,65,94000.0,65.17,0.15344483658124905,5,0.8
M,74,106000.0,366.44000000000005,0.09551359021940835,5,0.8
F,20,43000.0,17.96,0.0,5,0.8
F,50,119000.0,160.37,0.062355802207395394,2,1.0
M,53,50000.0,41.69,0.5996641880546895,4,0.75
F,22,70000.0,202.5,0.2222222222222222,5,1.0
M,68,30000.0,18.450000000000003,0.0,5,0.8
M,81,55000.0,152.04999999999998,0.23018743834265046,4,1.0
M,27,47000.0,70.45,0.28388928317955997,3,1.0
M,60,44000.0,59.09,0.3723134202064647,6,0.8333333333333334
F,63,119000.0,112.99,0.17700681476236835,3,0.6666666666666666
M,26,59000.0,29.65,0.0,5,1.0
M,25,55000.0,93.69999999999999,0.5336179295624334,5,1.0
M,53,37000.0,20.83,0.9601536245799329,5,0.8
F,71,41000.0,104.76,0.19091256204658266,4,0.75
F,91,102000.0,209.73,0.11920087731845706,4,0.75
F,75,54000.0,109.8,0.18214936247723135,5,1.0
M,32,54000.0,13.54,0.0,4,0.75
F,27,39000.0,60.57,0.1650982334489021,6,0.8333333333333334
M,55,57000.0,49.47,0.40428542551041036,4,1.0
M,45,56000.0,10.989999999999998,0.0,5,0.8
M,94,55000.0,94.69,0.28514098637659735,4,0.75
M,66,77000.0,175.10000000000002,0.19988577955454023,5,1.0
M,67,42000.0,10.22,0.0,6,0.5
F,57,85000.0,141.71,0.3175499259050173,5,0.4
M,57,61000.0,171.61,0.17481498747159255,3,0.6666666666666666
M,18,40000.0,152.7,0.24230517354289458,5,0.8
M,51,104000.0,87.21000000000001,0.40133012269235174,4,0.25
M,63,49000.0,101.00999999999999,0.06930006930006931,6,0.8333333333333334
F,73,65000.0,167.03000000000003,0.2514518349997006,6,1.0
M,61,52000.0,23.87,0.20946795140343527,5,0.4
F,75,112000.0,111.74000000000001,0.08949346697691068,6,0.3333333333333333
F,65,113000.0,306.17,0.13064637293007153,4,1.0
M,36,31000.0,23.74,1.0,5,0.6
F,67,61000.0,256.61,0.15587857059350765,4,1.0
M,38,49000.0,20.47,0.2442598925256473,5,0.8
F,45,72000.0,232.26,0.15930422802032207,5,1.0
M,62,51000.0,47.989999999999995,0.5001041883725776,4,0.75
F,43,70000.0,809.46,0.04941565982259778,6,0.6666666666666666
M,43,31000.0,2.4299999999999997,0.0,4,0.5
M,21,43000.0,16.8,0.0,4,0.25
M,29,36000.0,231.66,0.19425019425019424,5,0.6
F,74,95000.0,198.07,0.07573080224163174,4,1.0
F,52,73000.0,200.73999999999998,0.23413370529042546,5,1.0
M,41,65000.0,125.5,0.2788844621513944,4,1.0
F,77,87000.0,194.89,0.25655497973215663,4,1.0
F,22,67000.0,30.269999999999996,0.0,3,1.0
F,61,50000.0,188.35,0.22298911600743299,6,1.0
F,48,54000.0,186.71000000000004,0.16067698569974825,3,1.0
M,55,53000.0,140.63,0.2631017563819953,6,1.0
M,50,65000.0,41.37,0.1692047377326565,2,1.0
F,45,52000.0,128.96,0.23263027295285357,4,1.0
M,62,79000.0,249.42999999999998,0.1804113378502987,6,1.0
F,52,67000.0,189.51000000000002,0.1583029919265474,5,1.0
F,87,73000.0,140.94,0.21285653469561516,4,0.5
F,51,75000.0,73.51,0.20405387022173851,3,0.0
M,65,74000.0,104.78999999999999,0.143143429716576,3,1.0
M,81,77000.0,116.71999999999998,0.17135023989033588,5,1.0
F,74,89000.0,317.92999999999995,0.047180196898688395,3,1.0
M,71,107000.0,213.03,0.1408252358822701,5,0.4
M,28,72000.0,1.01,0.0,4,0.5
M,46,44000.0,5.7299999999999995,0.0,5,0.4
F,42,75000.0,69.50999999999999,0.31650122284563376,5,1.0
M,70,32000.0,19.46,0.3597122302158273,5,0.8
F,88,81000.0,79.75,0.5015673981191222,4,0.5
F,56,53000.0,97.57000000000001,0.37921492261965767,5,1.0
F,89,55000.0,41.230000000000004,0.9701673538685422,6,0.3333333333333333
M,59,73000.0,130.07,0.19220419773967864,3,1.0
M,54,105000.0,157.98999999999998,0.06329514526235838,3,1.0
M,48,64000.0,18.21,0.0,3,1.0
F,68,70000.0,337.61,0.10959391013299369,4,1.0
M,58,63000.0,100.21000000000001,0.2494761001896018,6,1.0
M,75,41000.0,85.14,0.2349072116513977,6,0.3333333333333333
M,51,67000.0,189.28,0.11622992392223161,4,1.0
M,70,36000.0,8.85,0.0,1,1.0
M,38,32000.0,36.019999999999996,0.0,4,0.25
M,71,52000.0,23.770000000000003,0.29448885149347914,4,0.75
M,25,42000.0,41.67,0.0,1,1.0
F,55,103000.0,375.84999999999997,0.1383530663828655,6,0.6666666666666666
M,76,33000.0,19.82,0.0,3,0.6666666666666666
M,45,51000.0,34.1,0.0,4,0.5
M,37,92000.0,133.22,0.1501276084671971,2,1.0
F,34,58000.0,30.210000000000004,0.0,4,0.5
F,56,90000.0,17.57,0.8537279453614115,5,0.4
M,42,35000.0,17.7,0.0,5,0.8
M,53,111000.0,958.4699999999999,0.05216647365071416,6,0.8333333333333334
M,59,73000.0,255.82999999999998,0.1446272915608021,5,0.8
M,23,32000.0,91.76999999999998,0.27242018088700015,5,0.8
F,68,30000.0,127.19,0.3302146395156852,6,0.6666666666666666
F,51,59000.0,137.5,0.10181818181818182,4,1.0
M,25,50000.0,85.38,0.1171234481143125,4,0.75
M,67,108000.0,214.2,0.09337068160597572,4,0.75
M,64,55000.0,34.480000000000004,0.0,5,0.6
F,58,94000.0,178.73000000000002,0.11190063223857213,4,0.25
M,57,65000.0,40.64,0.12303149606299213,6,0.3333333333333333
M,43,75000.0,18.59,0.0,5,0.6
F,53,82000.0,237.85999999999999,0.16816614815437653,5,1.0
M,48,97000.0,209.57999999999998,0.071571714858288,3,1.0
F,52,108000.0,807.8699999999999,0.02475645834106973,4,0.75
M,37,41000.0,9.52,0.0,4,0.75
F,69,74000.0,0.0,0.0,5,1.0
M,52,44000.0,151.18,0.09921947347532742,5,0.8
M,46,69000.0,210.48999999999998,0.15202622452373035,5,1.0
F,70,75000.0,24.78,0.20177562550443906,4,0.75
M,71,51000.0,22.47,0.8900756564307967,6,0.8333333333333334
M,92,61000.0,16.83,0.4159239453357101,5,0.2
F,50,75000.0,143.87,0.18766942378536178,3,0.6666666666666666
M,63,52000.0,48.96,0.3472222222222222,4,1.0
M,50,111000.0,160.83,0.1865323633650438,5,0.6
M,55,71000.0,95.98,0.3334027922483851,6,0.8333333333333334
F,61,95000.0,36.269999999999996,0.551419906258616,3,0.3333333333333333
M,70,58000.0,59.150000000000006,0.28740490278951814,4,1.0
M,63,95000.0,99.6,0.22088353413654618,4,0.75
M,70,87000.0,56.290000000000006,0.17765144785930004,5,0.8
F,18,62000.0,139.04,0.13665132336018412,4,0.25
F,88,51000.0,153.41000000000003,0.24118375594811287,6,0.6666666666666666
M,40,30000.0,14.47,0.0,5,0.8
F,54,62000.0,179.31999999999996,0.16729868391701988,5,1.0
F,60,52000.0,39.84,0.1255020080321285,3,1.0
M,45,90000.0,97.2,0.30864197530864196,3,1.0
M,24,59000.0,42.37,0.11800802454566911,4,0.75
F,68,54000.0,42.379999999999995,0.3539405379896178,5,1.0
M,71,64000.0,96.81,0.10329511414110112,3,0.6666666666666666
M,95,87000.0,163.66,0.21385799828913601,5,0.6
F,70,62000.0,526.5699999999999,0.08925688892265037,6,0.8333333333333334
M,77,86000.0,169.94,0.18830175356008003,4,0.75
F,49,62000.0,184.91,0.18928127197014763,5,1.0
F,43,57000.0,32.1,0.1557632398753894,4,0.75
M,57,65000.0,97.97999999999999,0.20412329046744235,4,1.0
M,22,41000.0,158.29999999999998,0.22109917877447885,3,0.6666666666666666
M,76,56000.0,55.23,0.27159152634437805,6,0.8333333333333334
F,75,45000.0,231.19000000000003,0.25520134953933993,6,0.5
M,20,39000.0,27.300000000000004,0.5494505494505494,4,0.75
M,60,54000.0,235.53,0.16982974567995585,5,1.0
F,54,100000.0,64.13,0.31186652112895685,4,0.75
F,64,59000.0,16.3,0.0,5,0.8
F,41,87000.0,257.34999999999997,0.09714396735962698,4,1.0
F,55,75000.0,16.27,0.0,4,1.0
F,75,81000.0,36.26,0.4136789851075566,6,0.6666666666666666
M,49,31000.0,2.71,0.0,4,0.5
